,area,title,id,description,requirements
0,מרכז,Senior JAVA Developer,378489,"לחברת הייטק ותיקה נסחרת בנסד""ק בתחום המוליכים למחצה דרוש/ה מהנדס/ת JAVA מנוסה",
1,מרכז,Software Engineer,378484,"לסטארט אפ מצליח הנמצא תחת תאגיד גלובאלי מצליח בתחום התקשורת, דרוש/ה מהנדס/ת תוכנה עם אוריינטציה לDevOps 50% DevOps - השאר פיתוח Backend","תואר מאוניברסיטה מוכרת או ממכלה מובילה  - חובה 1-3 שנות ניסיון בפיתוח שפות: Python, NodeJS, Bash- עדיפות ל- Node חובה ידע בטכנולוגיות Cloud  עדיפות AWS  1-2 שנים ניסיון בDevOps  - חובה  1-2 שנות ניסיון פיתוח backend  ניסיון פיתוח בסביבת Linux- עדיפות ל- Centos - חובה ידע ב-Databased: יתרון ל- Mongo ו- MySQL ידע בתקשורת - יתרון "
2,מרכז,מוביל/ת תחום פיננסי במערכות מידע,378260,"לרכבת ישראל, חברה ממשלתית שמטרתה לספק אלטרנטיבה נוחה ומהירה לתחבורה בכבישים, ובכך להקל את ההגעה לכל רחבי הארץ ולקצר את המרחקים בין הפריפריה למרכזי התעסוקה והתרבות – וזאת תוך שמירה על איכות הסביבה ומניעת תאונות דרכים.   אחראי/ת על מערכות מידע פיננסיות (במערכת SAP) ויישום המודולים שבאחריותו/ה .       התפקיד כולל: ","טכנאי/ת או הנדסאי/ת או תואר ראשון • הכשרות מקצועיות בתחום יישום מערכות מידע פיננסיות- יתרון • לפחות שנתיים ניסיון במערכת ה - SAP בפיתוח פתרונות בתחום הפיננסי במודולים: FI, CO , FM  RE, PS • ניסיון באפיון תהליכים ודרישות, ניתוח מערכות, הבנת צרכי הלקוח • ניסיון בכתיבת מסמכי אפיון • ניסיון בתפקיד מוביל צוות בשני פרויקטים לפחות- יתרון • ניסיון בניהול עובדים- יתרון • הכרות עם התחומים: תהליכים עסקיים פיננסיים, ניהול תאגידי, ניהול סיכונים פיננסים, מניעת הונאות • כושר ביטוי בכתב ובע""פ בשפה האנגלית- ברמה טובה   המשרה פונה לנשים ולגברים כאחד. רק פניות מתאימות תענינה מועד אחרון להגשה 18.6.2020"
3,מרכז,MA Team Leader/Engineering Team Leader,377749,,"ניסיון כר""צ אוטומציה. ניסיון עם JS\Type Script\ Node.js. ניסיון עם Selenium \Appium\Jmeter"
4,מרכז,Full Stack Developer ,377894,,
5,מרכז,Senior Data Scientist,378477,תפקיד המשלב מחקר (יצירה והטמעה של מודלים של Deep Learning ו Big data ) וכתיבת קוד לפרודקשן - תפקיד חלומי!!!    עבור חברה הממוקמת מול היכל נוקיה בתל אביב ,• תואר שני או דוקטורט במדעי המחשב / סטטיסטיקה / מתמטיקה / פיזיקה- חובה !!!• ניסיון רב ב Python / R• ניסיון בעבודה עם BIG DATA.
6,מרכז,Principal Engineer - Hands on Architect - 378085 - SAPIENS,378085,,ניסיון קודם כארכיטקט/Principal Engineer. ניסיון משמעותי ב-NODE.JS+ React. ניסיון ב-VUE.JS.
7,מרכז,Back-end Team Lead\architect,378093,,
8,מרכז,Senior Android Developer,377835,,
9,מרכז,Fullstack and Web UI team leader,377923,,לפחות שנתיים ניסיון בתפקידי הובלה טכנולוגית / ניהול ניסיון משמעותי בפיתוח Web  ניסיון עם TypeScript ניסיון עם VueJS/React ניסיון בפיתוח Backend (יתרון ל-Java) אנגלית ברמה גבוהה   יתרון: ניסיון עם Web Services ו-Microservices
10,מרכז,FRONT END,378441,,"4+ ש""נ בפיתוח PUREJS - חובה יתרון לניסיון ב- BACKEND (לא משנה השפה) "
11,מרכז,מפתח/ת Beckend,346091,לחברת סטארט אפ מדהימה בתל אביב המפתחת פתרון תוכנה ארגונית עבור מותגי אופנה תוך שימוש באלגוריתמים מתקדמים דרוש/ה Backend Developer.,ניסיון של שנה/שנתיים ב node.js  - חובה עבודה עם MongoDB- יתרון עבדו בסטארטאפים - יתרון עבדו בעולם eCommerce - יתרון
12,מרכז,Web Developer,377394,לחברה המפתחת מוצר BIG DATA דרוש/ה: Web Developer,
13,מרכז,Backend Developer,378007,לחברת START UP בינלאומית בתחום ה-E COMMERCE דרוש/ה: Backend Developer,"לפחות 5 ש""נ בפיתוח תוכנה. לפחות 2 ש""נ בפיתוח NODE.JSניסיון מחברת SU- יתרון. "
14,מרכז,Senior Backend Developer,378401,לחברת אבטחת מידע מובילה דרוש/ה: Senior Backend Developer,
15,מרכז,Full Stack Team Leader,378061,"לחברה בתחום ה-FOREX דרוש/ה: FULL STACK TEAM LEADER.תפקיד הכולל ניהול של 4 עובדים, HO 70%. התפקיד כולל DESIGN וארכיטקטורה מSKRETCH. פיתוח עם אוריינטציה לצד ה-CLIENT (70%) ב-REACT ו-ANGULAR","לפחות 1 ש""נ ניהולי\ניסיון בהובלה טכנולוגית לפחות 3 ש""נ בפיתוח לצד ה-CLIENT תוך שימוש ב-REACT\ANGULAR\JS. ניסיון\ידע בפיתוח C#\NODE.JS. ניסיון בעבודה מול DATABASE (MSSQL, NOSQL).ניסיון בפיתוח ל-IOS\ANDROIS- יתרון.ניסיון קודם בעולמות FINANCE\ONLINE\GAMING- יתרון.  "
16,מרכז,Senior BackEnd Developer,378396,לחברת אבטחת מידע מובילה דרוש/ה: Senior BackEnd Developer,
17,מרכז,Fullstack Web Developer,378033,חברה בתחום ה-CYBER הממוקמת בתל אביב מחפשת אחר Fullstack Web Developer פיתוח C/S בחלוקה שווה.,"לפחות 2 ש""נ בפיתוח NODE.JSניסיון עם ANGULARניסיון עם MONGO DB או SQL."
18,מרכז,SOFTWARE ENGINEER,375340,"לחברת START UP מבטיחה המפתחת פלטפורמה לניהול הרשאות משתמש ואבטחה בענן. לחברה לקוחות קיימים בארץ ובחו""ל דרוש/ה: SOFTWARE ENGINEER לפיתוח בשפת C# ו-.NET CORE","לפחות 4 ש""נ בפיתוח תוכנהניסיון בפיתוח GO/C#/.NET CORE/JAVA/RUST/PYTHONניסיון עם טכנ' CLOUD- יתרון משמעותי (עדיפות לAWS/AZURE).ניסיון בעבודה עם מערכות מבוזרות/MICRO SERVICES- יתרון משמעותי"
19,מרכז,VP R&D ,374527,"לסטארט גלובאלי מצליח בתחום הסייבר, הנמצא תחת תאגיד אמריקאי, ממוקם בת""א קו רכבת, דרוש/ה VP R&D ת/יהיה חלק מההנהלה. דיווח ל- CTO בישראל. ת/ינהל כ 50 עובדים בארץ ובחו""ל, בניהם ראשי צוותים.","ניסיון בניהול והובלת קבוצת פיתוח גדולה של לפחות 40 עובדים ומעלה - חובה ניסיון בניהול מוצרי cyber security- יתרון משמעותי !! ניסיון בהובלת פרוייקטים של מוצרים מורכבים ניסיון בטכנולוגיות: JAVASCRIPT, NODE.JS, MICRO-SERVICE -  יתרון משמעותי רקע קודם עם פלטפורמות cloud כגוןAmazon Web Services   או Microsoft Azur - יתרון ניסיון עם Linux, Networking - יתרון"
20,מרכז,EXPERIENCED SW ARCHITECT,374484,"לסטארט אפ גלובאלי מצליח בתחום הסייבר הנמצא תחת תאגיד אמריקאי, וממוקם בת""א קו רכבת, דרוש/ה EXPERIENCED SW ARCHITECT ארכיטקט/ית תוכנה עם התמחות ב cloud ו- micro-services","תואר ראשון במדעי המחשב/ הנדסת תוכנה/ רלוונטי אחר- חובה ניסיון בעיצוב ובניית ארכיטקטורה- חובה! - ניסיון כארכיטקט/ית או לחילופין לפחות 7 ש""נ כמפתח/ת שהתנסה/תה בהיבטי ארכיטקטורה/ראייה מערכתית! ניסיון עם cloud - חובה ! ניסיון עם microservices - חובה! התמחות ב- JAVA SCRIPT - חובה !  ניסיון עם Angular - יתרון משמעותי!! ניסיון עם NODE.JS - חובה ! ניסיון מתחום הסייבר - יתרון משמעותי !!!!! ניסיון עם  Node.js, Angular, Bootstrap וכדומה ניסיון עם microservices ניסיון עם cloud , עדיפות ל Azure"
21,מרכז,"SW DEVELOPER, CYBER",376102,"לסטארט אפ גלובאלי מצליח בתחום הסייבר, הנמצא תחת תאגיד אמרקיאי, ונמצא בת""א קו רכבץ, דרוש/ה מפתח  Python",עדיפות ליוצאי יחידות טכנולוגיות בתחום הסייבר / או יוצאי חברות סייבר ניסיון ב- Javascript וגם Python ידע ב Cyber Security ידע ב networking הבנת Open API ו Rest API  
22,מרכז,Junior Integration Manager,378373,"לחברת הייטק מצליחה מאוד ויציבה כלכלית בתל אביב דרוש/ה Junior Integration Manager: פיתוח בJavaScript, HTML, CSS",
23,מרכז,Junior Integration Manager,378371,"לחברה הייטק מצליחה ומבוססת כלכלית בתל אביב דרוש/ה Junior Integration Manager: פיתוח לצד הCLIENT בJavaScript, HTML, CSS",
24,שרון,מנהל/ת מפתח/ת מערכת PRIORITY,378424,לחברה העוסקת בפיתוח וייצור ספקי כוח ייחודיים לשוק הצבאי ותעופתי דרוש/ה: מנהל/ת מפתח/ת מערכת PRIORITY  ,"1.      הכרת מערכת ERP PRIORITY ברמת יישום עם התמחות בתפעול וידע בכספים. 2.      ידע וניסיון באדמיניסטרצית המערכת. 3.      ניסיון וידע בהגדרת דוחות, כתיבת שאילתות ב- SQL וטיפול במסכים. 4.      ניסיון של 5 שנים לפחות ביישום ובתמיכת משתמשים. 5.      ניסיון בתמיכה בפריוריטי בחברה יצרנית – יתרון. 6.      יכולת תכנות בפריוריטי - חובה. 7.      ניסיון בהגדרה של תהליכי ייצור פנים ארגוניים וחיצוניים – יתרון. 8.      שליטה באנגלית ברמת כתיבה, קריאה ושיחה עם משתמשים. 9.      הכרות עם מערכות CRM ו- PLM  – יתרון.  "
25,מרכז,VP R&D,377791,"לסטארט אפ מצליח בתל אביב דרוש/ה VP R&D ניהול  צוות של כ 15-20 איש (ייתכן ויותר בהמשך- תלוי בפרוייקטים), כולל ניהול מנהלת QA. ינהל/תנהל ישירות את צוות הפיתוח. כפיפות  ל- CTO.  כ 15% Hands On .","לפחות 10+ שנות ניסיון ומעלה בניהול צוות פיתוח - חובה ניהול צוותים בעולם הפינטק - יתרון משמעותי רצוי ניסיון בניהול צוות של כ 30 איש (ניתן להתגמש קצת, אפשרי גם ניהול של כ 15-20 עובדים )  ניסיון עם JAVA - חובה !!! או ניהול מערך של מפתחי JAVA. ניסיון עם ANGULAR -  יתרון מאוד משמעותי !! בעלי/ות  יחסי אנוש מעולים, יכולת הובלת צוותים, נעימים וסופר מקצועיים."
26,מרכז,Back End Engineer,378011,עבור חברה הממוקמת במגדל אלון בתל אביב ומונה כ 30 עובדים לתפקיד הכולל פיתוח BE  בשפת AWS  ועבודה עם Go עבודה עם עבודה עם NoSQL Databases ," חובה לפחות 5 שנות ניסיון בפיתוח BE רצוי כמובן ב Go  אבל אפשר גם עם ניסיון ב Python או  ++C  חובה חובה ידע מעמיק ונסיון ב AWS !  (Virtual Machines, Docker containers, Kubernetes)  ניסיון בעבודה עם NoSQL Databases "
27,מרכז,Embedded Engineer,378437,לחברת סטארטאפ המפתחת מוצר שמונע באופן מוחלט ותמידי תאונות דרכים הנגרמות בשימוש בנייד בזמן נהיגה דרוש/ה  Embedded Engineer לתפקיד הכולל פיתוח דרייבים בשפת C,"BSC בהנדסת מחשבים/ אלקטורניקה/ חשמל/ מדעי מחשב – חובה לפחות 3 ש""נ בפיתוח Embedded FW/ דרייבים בשפת C - חובה!ניסיון ב DSP או BIOS- יתרון גדולנסיון ב RF ותקשורת סלולרי- יתרון משמעותי נסיון בעבודה עם ARM - יתרון משמעותיניסיון בפיתוח ב Matlab או Python - יתרון ידע והיכרות עולמות החומרה – יתרון גדול"
28,שרון,Embedded SW engineer,378451,"לחברה המתמחה בעיצוב, פיתוח, ייצור ומכירה של מערכות אלקטרוניות מתקדמות עבור יישומים מוטסים וקרקעיים דרוש/ה Embedded SW engineer", 
29,מרכז,Global Business Analyst,378058,"חברת הייטק מצליחה באזור ת""א מחפשת Global Business Analyst.",תואר ראשון בהנדסת תעשייה וניהול/כלכלה או דומה תואר שני-יתרון 3 שנות ניסיון ומעלה-חובה ניסיון ב-SQL-חובה ניסיון ב-R/PYTHON-יתרון
30,מרכז,Senior Full Stack Developer,378393,לחברת אבטחת מידע מובילה דרוש/ה: Senior Full Stack Developer,"ניסיון של 5 שנים ומעלה ניסיון ב-HTML,CSS, JAVASCRIPT ניסיון ב-React ניסיון ב- JAVA/ NODE.JS-יתרון"
31,מרכז,Senior Embedded Engineer,378449,,"BSC בהנדסת מחשבים/ אלקטורניקה/ חשמל/ מדעי מחשב – חובה5 ש""נ בפיתוח Embedded FW/ דרייבים בשפת C - חובהניסיון ב DSP - חובהנסיון ב RF ותקשורת סלולרי- יתרון משמעותי נסיון בעבודה עם ARM - יתרון משמעותיניסיון בפיתוח ב Matlab או Python - יתרון ידע והיכרות עולמות החומרה – יתרון גדול"
32,מרכז,R&D Team Leader,378236,"חברת הייטק מצליחה מאד, אשר מאפשרת לאחסן חתיכות תוכנה עדכניות והפצתן, מעוניינת לגייס R&D Team Leader  עבור סייטים שונים, האחד באזור השרון והשני במרכז הארץ. ","תואר ראשון רלוונטיניסיון בניהול צוות- חובהניסיון בפיתוח JAVA- חובהיתרון ל- SPRING, HIBERNATE"
33,מרכז,Android Developer,378423,לחברה מצליחה בתחום ה-FINTECH דרוש/ה: ANDROID DEVELOPER להצטרפות לצוות ה-MOBILE בחברה,"לפחות 3 ש""נ בפיתוח JAVA ל-ANDROID- חובה. לפחות 1 ש""נ בפיתוח KOTLIN- חובה. ניסיון עם SWIFT- יתרון."
34,שרון,מפתח/ת FrontEnd,378428,"לחברת הייטק מצליחה העוסקת בפיתוח מערכות מידע ועיבוד בתחום ההדמיה הרפואית דרוש\ה מפתח\ת  FrontEnd מנוסה לתפקיד הכולל פיתוח מערכת WEB מורכבת לעיבוד Data רפואי מאתגרת, עתירת לוגיקה מורכבת ומרובת משתמשים. הפיתוח נעשה ב Angular7",יוצאי יחידות טכנולוגיות או בעלי תואר אקדמי-חובה לפחות 3 שנות נסיון  בפיתוח FrontEnd - חובה לפחות 2 שנות נסיון ב  Angular2 ומעלה-חובהנסיון חזק ב Javascript - חובה
35,מרכז,Java Engineer,378435,חברה מעולה המספקת שירות ייעוץ חינמי להפחתת עמלות חיסכון פנסיוני מחפשת Java Engineer,
36,מרכז,Senior software security engineer,378381,עבור חברה מעולה בתחום ה AR דרוש/ה Senior software security engineer ,"תואר ראשון Bsc במדמ""ח\אלקטרוניקה וכד'- חובה3 שנות ניסיון בפיתוח Low Level ב ++C - חובהניסיון/רקע בתחום ה Security - חובהניסיון בפיתוח Kernel - יתרון משמעותי"
37,מרכז,Senior Front-End Developer,378404,לחברת אבטחת מידע מובילה דרוש/ה: Senior Front-End Developer,ניסיון של 3 שנים ומעלה ב- React/ Angular /Vue
38,מרכז,Senior BackEnd Engineer - DevOps Team,378406,לחברת אבטחת מידע מובילה דרוש/ה: Senior BackEnd Engineer - DevOps Team,
39,מרכז,SW engineer for Autonomous Vehicle team,378412,"התפקיד כולל פיתוח תוכנה מורכבת ועבודה צמודה עם צוות האלגוריתמיקה, התמודדות עם בעיות אלגוריתמיות מורכבות בעולמות Machine learning.", 
40,שרון,Data Engineering,378397,,"4 ש""נ עם - Scala/Java/Python-חובה ניסיון עם SQL -חובה ניסיון עם SPARK- חובה ניסיון עם ETL -חובה הכרות עם OOP- חובה ניסיון עם Technical Design -חובה"
41,שרון,Machine Learning Engineer,378399,,
42,מרכז,אלגוריתמאי/ת עיבוד אותות,378395,לחברה בטחונית דרוש/ה אלגוריתמאי/ת עיבוד אותות  התפקיד כולל תחקור מערכות ותקני תקשורת למטרת מחקר ופיתוח אלגורתמים ב-DSP בתקשורת אלחוטית., 
43,מרכז,Front-End Lead,378374,סטארטאפ פורץ דרך בתחום ה-eCommerce מחפש Front-End Lead התפקיד כולל הובלת  צוות של הFRONT כרגע מדובר ב2 עובדים והצוות עתיד לגדול,"* 5+ ש""נ בפיתוח HO * 2+ ש""נ בהובלה- יתרון משמעותי * ניסיון מעמיק בפיתוח CLIENT React, Redux, ES6-חובה * REACT NATIVE- יתרון משמעותי * מומחה בHTML5 & css * ניסיון בפיתוח בצד הSERVER - עדיפות לRUBY וAWS- יתרון משמעותי"
44,מרכז,Senior Software Engineer,378384,"לחברת תקשורת גלובאלית מצליחה בת""א, בתחום התקשורת ואבטחת מידע, דרוש/ה Senior Software Engineer","תואר ראשון במדעי המחשב בהנדסת תוכנה/מדעי המחשב  - חובה ! 5-10 שנות ניסיון בשפות C++, Python, NodeJS - חובה ניסיון חזק בלפחות 2 מהשפות הנ""ל. חובה היכרות עם כל שלושת השפות, אפשרי גם מהתואר. ידע בארכיטקטורה של BACKEND - חובה  ידע בטכנולוגיות  Cloud - חובה. עדיפות ל- AWS, אבל אפשרי גם סוגי ענן אחרים. ניסיון פיתוח בסביבת Linux- חובה. עדיפות ל- Centos ידע ב-Databased: יתרון ל- Mongo ו- MySQL רקע קודם בתחום cyber  -יתרון מאוד משעותי !!!  ידע בתקשורת - יתרון ניסיון בכלי DevOps - יתרון"
45,מרכז,ROR Developer,378372,סטארטאפ פורץ דרך בתחום ה-eCommerce מחפש ROR Developer מדובר במשרה שכוללת 80% פיתוח בצד הSERVER,
46,מרכז,מהנדס/ת תוכנה,378239,"לחברת הייטק מצליחה, רווחית ובצמיחה גדולה בתל אביב דרוש/ה מהנדס/ת תוכנה: פיתוח בC++, עבודה מול אלגוריתמאיים, מימוש אלגוריתמים לעיבוד תמונה, התפקיד כולל גם פיתוח EMBEDDED, גם HIGH LEVEL וגם לצד הSERVER.",
47,מרכז,C/C++ Engineer - Virtualization Team,378353,"לחברת תוכנה שמובילה מהפכה במעבר רשתות סלולר לעולם הענן על ידי שימוש בווירטואליזציה, דרוש/ה C/C++ Engineer - Virtualization Team. ",לפחות 3 שנות נסיון כמהנדס/ת תוכנה- חובהנסיון בשפת ++C/C על Linux- חובהנסיון ב - Virtualization - חובהנסיון ב - Python - יתרון 
48,מרכז,Web developer,378326,"יצרנית משחקים חברתיים לסלולר, מעוניינת לגייס Web developer. מדובר בחברה מצליחה ויציבה בתל אביב, קו רכבת. ","3 ש""נ ב- JS2 ש""נ ב- PHPיתרון ל- Angular, React or Vue.jsיתרון לניסיון בעולם המשחקיםיתרון ל- GIT, SVN ועוד"
49,מרכז,Research Software Engineer,378310,"לחברת סטארט אפ המפתחת מערכת AI מתקדמת המנצלת כמויות אדירות של נתונים ממקורות שונים רבים, לחיזוי ושיפור יציבות שוק החשמל בארה""ב דרוש/ה מהנדס/ת תוכנה בכיר/ה להצטרפות לצוות המחקרלפיתוח בעולמות Machine learning/ Data science ופיתוח כלי מחקראחריות לפיתוח, דיזיין, אופטימיזציההתמודדות עם בעיות אלגוריתמיות מורכבותהפיתוח ב Python",
50,מרכז,Backend Engineering Team Lead,378291,"חברת הייטק מצליחה, מבוססת וריווחית, אשר פיתחה גישה חדשה לזיהוי איומים וזאת ע""י חתימות התנהגותיות דינאמיות, מעוניינת לגייס Backend Engineering Team Lead, בכפיפות לדירקטור קבוצת תשתיות. ניהול 2 איש, קרוב לקוד.חברה יציבה. מבוססת כלכלית. טכנולוגיות סופר מתקדמות !","2+ ש""נ בתפקיד ר""צ - חובההפיתוח בעיקר ב- NODEJS+GO (ייתכן ויעבדו עם שפות נוספות ולכן, פרט ל-  NODEJS ו- GO ניתן להגיע מטכנולוגיות שונות ומגוונות, דוגמת JAVA, PYTHON, SCALA ועוד)ניסיון ב- BIG DATA דוגמת: KAFKA, REDIS, MONGO"
51,מרכז,Senior Data Engineer,378285,"לחברת סייבר ישראלית מצליחה הפועלת בשיתוף עם משרד הבטחון, דרוש/ה Senior Data Engineer","תואר במדעי המחשב או הנדסת תוכנה / או יוצאי יחידות טכנולוגיות - חובה סיווג בטחוני רמה 2  - יתרון לפחות 3+ שנות ניסיון ומעלה עם BIG DATA - חובה. כמו: Spark, Hadoop, RabbitMQ ניסיון בפיתוח  Python  - חובה ניסיון בסביבת LINUX ניסיון עם Elastic Search - יתרון רקע בסייבר- יתרון,  cyber infrastructure domain"
52,מרכז,Linux Kernel Engineer,378276,"לחברה גלובאלית מצליחה הממוקמת בראש העין, דרוש/ה Linux Kernel Engineer",מפתח/ת senior עם +4 שנות ניסיון ומעלה /  מפתח/ת junior עם שנתיים ניסיון ומעלה עם הניסיון הרלוונטי המפורט : בוגר/ת מצטיין/ת מדעי המחשב או הנדסת אלקטרוניקה  או יוצאי יחידות טכנולוגיות - חובה ! ניסיון בפיתוח C - חובה ! פיתוח LOW LEVEL - חובה מינימום שנתיים ומעלה ניסיון עם Linux kernel internal - חובה ! לא דרייברים ניסיון עם מערכות *NIX - יתרון הבנה עמוקה ב-UNIX SMP - יתרון
53,מרכז,Full Stack Developer,378269,לחברה פיננסית מעולה שמגייסת בכל הכוח דרוש/ה: Full Stack Developer,"פיתוח אפליקציות שהן 24x7 mission critical server-side מערכות high-performance/low-latency 4+ שנות נסיון בפיתוח node.js-חובה 4+ שנות נסיון ב: Angular 2 ומעלה-חובה Typescript 2+ שנות נסיון .NET microservices RabbitMq, Kafka-או דומה"
54,מרכז,IoT Full-Stack Engineer,378268,לחברה גדולה הממוקמת בהרצליה דרוש/ה IoT Full-Stack Engineer פיתוח Full-Stack Engineer בסביבת IOT ,"• תואר ראשון בהנדסת מחשבים / מדעי המחשב -חובה • ניסיון של 1-2 שנים בפיתוח יישומי אינטרנט - חובה• ניסיון מצוין בפיתוח React, Angular או Vue - חובה "
55,שרון,PHY SW Engineer,378257,"פיתוח טכנולוגיות Radio Access Network בעולמות 2G,3G,4G,5G בחברת תקשורת אמריקאית המפתחת תחנות בסיס לסלולר.","תואר ראשון Bsc בהנדסת תקשורת\מחשבים\מדמ""ח וכד' -חובהלפחות 2 שנות ניסיון בפיתוח RT Embedded/Firmware -חובהניסיון באחד התחומים הבאים: DSP/cellular/wireless communication -חובה"
56,שרון,LTE Protocol Stack (L2/L3) Engineer,378263,,תואר ראשון Bsc עם התמחות בתקשורת\הנדסת מחשבים\עיבוד אות - חובה5 שנות ניסיון בפיתוח RT Embedded - חובהניסיון ב LTE/Wireless protocols/L2/L3 - חובה  
57,שרון,Validation Architect,377387,,תואר B.SC במדעי המחשב/הנדסת אלקטרוניקה לפחות 10 שנות נסיון בפיתוח למערכות RT / embedded - חובהלפחות 5 שנות נסיון בארכיטקטורה של SW/Validation - חובה
58,מרכז,Frontend Engineer,378233,חברה העוסקת בתשתיות למובייל שנותנות שכבות הגנה ובקרה ושליטה למובייל מחפשת Frontend Engineer,"* תואר במדעי המחשב-חובה * לפחות 3 ש""נ בפיתוח * לפחות 2 ש""נ בREDUX/REACT * ניסיון בCSS, HTML, Javascript ES6, RESTful API * הכרות עם  Promises and Webpack"
59,מרכז,QA Automation,378252,לחברה פיננסית מובילה דרוש/ה: QA Automation,
60,מרכז,Senior Backend Engineer,378254,לחברת הייטק בתל אביב בתחום הCyber Security דרוש/ה Senior Backend Engineer,לפחות 5 שנות ניסיון בפיתוח לצד הBackend- חובהניסיון בפיתוח JAVA- יתרון משמעותיניתן גם C++CLOUD
61,מרכז,R&D Group Manager,378232,"חברה תוכנה ישראלית בעלת פעילות גלובלית העוסקת בשיווק באינטרנט, פירסום בווידאו, הפצה, פיתוח והתקנה אוטומטית של אפליקציות ממפרסמים שונים, מעוניינת לגייס R&D Group Manager.כפיפות ל- VP R&D, ניהול של 4-5 ר""צ (ניהול סה""כ 20 צוות בערך). 30-40% HO","B.Sc. במדעי המחשב/ הנדסת תוכנה ניסיון של 5 שנים ומעלה בפיתוח תוכנה, ניהול 10 איש ומעלה ניסיון ניהולי של 3 שנים ומעלה ניסיון בשפות פיתוח- C-SHARP/C++/JAVA עבודה עם AWS MacOS and Objective C - יתרון"
62,שרון,Data Infrastructure Eng Team lead,378220, עבודה עם My SQL, חובה ניסיון בפיתוח ו DB-  בטכנולוגיות Java/ Python/ C++/ רובי/Mongo DB
63,מרכז,BI Developer,377547,"חברת הייטק מצליחה, המפתחת שירות B2B ו- B2C חדשני לאתרי eCommerce, מעוניינת לגייס BI .Developer","4 ש""נ כמפתח/ת  Qlikview  או Qliksense 2+ כ- SSIS DEVELOPER ניסיון בעבודה מול SQL SERVERניסיון ב- Google analytics /data studio- יתרון"
64,שרון,Full Stack Developer,378212,"חברה גלובאלית בבעלות הודית אמריקאית, לה סייטים שונים בעולם, מעוניינת לגייס Full Stack Developer. מרכז הפיתוח בארץ מתמקד בפיתוח טכנולוגיות חדשניות עבור הדור החמישי ועוסק גם במוצרי הליבה של החברה, בתחומי וידאו ואודיו על-גבי הרשת, VoLTE, VoWi-Fi ,UCC, RCS HUB וכדומה.תנאים מצויינים למתאימים.","2+ ש""נ בתפקיד JAVAניסיון ב-JS מתקדם, דוגמת ANGULAR/REACTAgile, CIידע ב- Web Services & REST (JSON) APIsיתרון לתואר"
65,שרון,Cloud architect,378210,"לחברת סטארט אפ מצליחה בתחום המכשור הרפואי דרוש/ה Cloud architect הובלת תחום ה Cloud בחברה, תוך הנחייה והובלה של צוות הפיתוח",תואר ראשון במדעי המחשב או דומה - חובהלפחות 2 שנות ניסיון בארכיטקטורת Cloud - חובה4 שנות ניסיון בפיתוח תוכנה - חובהניסיון עם AWS - יתרון משמעותיניסיון עם מערכות Big Data ו Machine Learning - יתרוןניסיון עם בסיסי נתונים NoSQL    
66,שרון,Software engineer,378140,"חברת הייטק מצליחה מאד, אשר מתמחה בבנייה אוטומטית של מאגרי מידע גדולים, מעוניינת לגייס Software engineer. מדובר בחברה בינלאומית, בעלת מרכז פיתוח בישראל.","תואר ראשון רלוונטי/יוצאי יחידות טכנולוגיות 3+ ש""נ בפיתוח בשפת NODE.JS     יתרון ל- CLIENT יתרון ל- ANGULARJS/REACT יתרון ל- MONGODB/SOLR"
67,מרכז,PHP Backend Developer,378211,,
68,שרון,Software engineer,378141,"חברת הייטק מצליחה מאד, אשר מתמחה בבנייה אוטומטית של מאגרי מידע גדולים, מעוניינת לגייס Software engineer. מדובר בחברה בינלאומית, בעלת מרכז פיתוח בישראל.",ניסיון בפיתוח ב- ANGULAR+2NODEJS- יתרון Solr \ elastic search DB - יתרוןMongo & MySQL DB
69,שרון,Software Team Leader,378202,לחברת הייטק בינלאומית המפתחת ומייצרת מוצרים בתחום ה Wifi דרוש/ה Software team leader לניהול של 5-6 מהנדסי תוכנה תוך עבודת Hands On,BSC/MSC במדעי המחשב או דומה- חובהלפחות שנתיים בניהול או הובלה של צוות תוכנה- חובהלפחות 3 שנות נסיון בפיתוח תוכנה למערכות Embedded- חובהנסיון במערכות RF/תקשורת/ Wirless- חובהנסיון בארכיטקטורת ARM - חובהאנגלית ברמה גבוהה
70,מרכז,Server-Side software developer,378199,חברת הייטק מובילה ומצליחה העוסקת בפתרונות טכנולוגים לתחום המסחר המקוון מחפשת Server-Side software developer,
71,מרכז,BackEnd Developer,378192,עבור חברה המונה 100 עובדים וממוקמת בבורסה ברמת גן קו רכבת דרוש/ה BackEnd Developer  פיתוח מערכות מורכבות ואפליקציית Web מורכבתפיתוח Wordpress  Object Oriented PHP,
72,מרכז,Software Engineer,378187,לחברת SU בתחום הרכב דרוש/ה: Software Engineer, 
73,שרון,Full Stack Developer,378180,עבור חברה המונה מאות עובדים וממוקמת בהרצליה דרוש/ה Full Stack Developer,"ניסיון מעשי ומשמעותי בפיתוח באמצעות אחת מהטכנולוגיות הבאות: שירותי אינטרנט MySql, C # / Java, JavaScript יתרון משמעותי לניסיון עם NiFi, AMQP, Kafka, Spring Boot, NodeJS, MongoDB, ELK "
